Applicant,Edu_Parent1,Edu_Parent2,Sex,White,Asian,HSGPA,SAT_ACT,College,Admitted,Enrolled,College_GPA
7429,7,7,F,1,0,4.09,1350,Arts & Letters,Yes,No,
7448,2,6,M,0,0,3.85,1170,Arts & Letters,Yes,No,
7451,6,6,F,1,0,3.36,1120,Arts & Letters,Yes,Yes,3.524
7479,5,6,F,0,1,3.88,1170,Arts & Letters,Yes,No,
7490,6,5,F,1,0,3.64,1310,Arts & Letters,Yes,No,
7493,7,7,M,1,0,3.85,1440,Arts & Letters,Yes,No,
7500,7,6,F,0,1,3.32,1310,Arts & Letters,Yes,Yes,3.109
7506,4,7,F,1,0,4.15,1350,Arts & Letters,Yes,No,
7508,7,6,F,0,0,3.3,1210,Arts & Letters,Yes,Yes,2.876
7524,7,7,F,0,1,4.18,1330,Arts & Letters,Yes,No,
7529,5,4,M,1,0,3.82,1390,Arts & Letters,Yes,No,
7534,6,5,F,0,0,3.96,1210,Arts & Letters,Yes,No,
7545,7,6,F,1,0,3.94,1440,Arts & Letters,Yes,No,
7546,1,1,M,0,0,4,1110,Arts & Letters,Yes,No,
7556,3,4,M,0,1,4.08,1030,Arts & Letters,Yes,No,
7565,7,7,M,1,0,3.9,1240,Arts & Letters,Yes,No,
7567,6,4,F,0,1,3.91,1150,Arts & Letters,Yes,Yes,2.924
7569,4,7,F,0,1,4,1270,Arts & Letters,Yes,No,
7575,7,6,F,1,0,4,1270,Arts & Letters,Yes,Yes,2.971
7583,4,4,M,1,0,3.81,1120,Arts & Letters,Yes,No,
7588,7,5,M,1,0,3.85,1220,Arts & Letters,Yes,No,
7595,6,6,M,0,0,3.97,1310,Arts & Letters,Yes,No,
7599,6,6,F,1,0,4.29,1040,Arts & Letters,Yes,No,
7603,4,6,F,0,0,3.88,1330,Arts & Letters,Yes,No,
7607,7,6,F,1,0,3.78,1310,Arts & Letters,Yes,No,
7608,5,5,F,1,0,3.55,1030,Arts & Letters,Yes,No,
7623,3,2,F,0,0,4.14,1350,Arts & Letters,Yes,No,
7629,3,6,F,1,0,3.21,1360,Arts & Letters,Yes,No,
7635,7,7,F,1,0,3.88,1230,Arts & Letters,Yes,Yes,2.938
7648,6,6,M,1,0,3.77,1460,Arts & Letters,Yes,No,
7655,7,7,F,1,0,3.91,1280,Arts & Letters,Yes,No,
7668,7,7,M,1,0,4.15,1360,Arts & Letters,Yes,No,
7670,2,2,F,0,0,3.68,1190,Arts & Letters,Yes,Yes,3.101
7672,6,6,F,0,0,4.18,1340,Arts & Letters,Yes,No,
7677,7,6,F,0,1,3.92,1350,Arts & Letters,Yes,No,
7684,6,7,F,1,0,3.74,1380,Arts & Letters,Yes,No,
7690,6,7,M,1,0,3.65,1410,Arts & Letters,Yes,No,
7697,6,4,F,1,0,3.04,1130,Arts & Letters,Yes,No,
7706,3,7,F,1,0,3.52,1210,Arts & Letters,Yes,No,
7709,7,2,F,0,0,3.75,1150,Arts & Letters,Yes,Yes,2.971
7715,6,3,F,1,0,4,1440,Arts & Letters,Yes,No,
7724,7,7,F,0,0,3.73,1320,Arts & Letters,Yes,No,
7727,6,6,M,1,0,4.06,1480,Arts & Letters,Yes,No,
7732,7,6,F,1,0,4.08,1320,Arts & Letters,Yes,No,
7740,6,6,F,1,0,3.65,1440,Arts & Letters,Yes,Yes,3.612
7747,7,7,F,1,0,4,1160,Arts & Letters,Yes,No,
7750,7,7,F,1,0,4.04,1420,Arts & Letters,Yes,No,
7758,6,6,F,1,0,3.65,1040,Arts & Letters,Yes,No,
7767,6,3,F,0,0,3.45,1280,Arts & Letters,Yes,No,
7773,6,6,F,1,0,4.04,1280,Arts & Letters,Yes,No,
7792,7,7,F,1,0,4.17,1350,Arts & Letters,Yes,No,
7795,6,3,F,0,0,3.52,1250,Arts & Letters,Yes,No,
7799,6,6,M,1,0,4.15,1350,Arts & Letters,Yes,No,
7822,6,5,F,1,0,4.2,1280,Arts & Letters,Yes,Yes,3.65
7843,3,6,F,0,0,3.55,1330,Arts & Letters,Yes,No,
7859,7,7,F,1,0,3.97,1190,Arts & Letters,Yes,No,
7880,2,2,F,0,0,4.36,1170,Arts & Letters,Yes,No,
7881,4,4,F,0,0,3.6,1200,Arts & Letters,Yes,No,
7887,7,6,F,1,0,3.65,1370,Arts & Letters,Yes,No,
7898,3,6,F,1,0,4.19,1430,Arts & Letters,Yes,No,
7899,6,6,F,1,0,4.04,1300,Arts & Letters,Yes,No,
7914,6,6,F,1,0,3.56,1220,Arts & Letters,Yes,Yes,2.506
7924,6,7,M,1,0,3.91,1530,Arts & Letters,Yes,No,
7935,7,4,M,0,1,3.71,1270,Arts & Letters,Yes,No,
7941,1,1,M,0,0,3.5,1160,Arts & Letters,Yes,No,
7955,6,6,M,1,0,2.86,1420,Arts & Letters,Yes,Yes,2.944
7959,3,3,F,0,0,3.5,1360,Arts & Letters,Yes,No,
7968,7,6,F,1,0,4.21,1450,Arts & Letters,Yes,No,
7969,7,6,F,0,0,3.86,1530,Arts & Letters,Yes,No,
7978,6,6,F,1,0,3.79,1340,Arts & Letters,Yes,No,
7990,6,7,F,1,0,4.27,1420,Arts & Letters,Yes,No,
8013,3,3,M,0,0,3.91,1060,Arts & Letters,Yes,No,
8020,3,3,F,0,0,4.05,1280,Arts & Letters,Yes,No,
8024,6,6,M,1,0,3.82,1160,Arts & Letters,Yes,No,
8026,6,6,F,1,0,4.4,1450,Arts & Letters,Yes,No,
8030,7,7,F,1,0,3.32,1210,Arts & Letters,Yes,Yes,3.116
8042,6,6,M,0,1,3.68,1320,Arts & Letters,Yes,No,
8044,7,7,F,1,0,3.88,1340,Arts & Letters,Yes,No,
8045,7,7,F,1,0,3.92,1290,Arts & Letters,Yes,No,
8049,4,6,F,1,0,4.07,1380,Arts & Letters,Yes,No,
8050,6,6,F,1,0,4.14,1360,Arts & Letters,Yes,No,
8063,6,7,F,1,0,3.73,1260,Arts & Letters,Yes,No,
8064,7,6,F,1,0,4.09,1510,Arts & Letters,Yes,No,
8068,7,4,M,1,0,3.54,1380,Arts & Letters,Yes,No,
8077,6,6,F,0,0,3.9,1270,Arts & Letters,Yes,No,
8079,3,6,F,0,1,3.75,1170,Arts & Letters,Yes,Yes,3.23
8095,6,6,M,1,0,3.05,1280,Arts & Letters,Yes,No,
8098,3,3,F,1,0,4.25,1360,Arts & Letters,Yes,No,
8109,7,7,M,0,0,3.67,1070,Arts & Letters,Yes,Yes,2.79
8110,7,6,F,1,0,4.3,1480,Arts & Letters,Yes,No,
8113,6,6,F,1,0,3.75,1100,Arts & Letters,Yes,No,
8145,7,7,F,1,0,3.67,1190,Arts & Letters,Yes,No,
8151,7,7,F,0,1,3.87,1370,Arts & Letters,Yes,No,
8152,6,7,F,0,0,3.72,1240,Arts & Letters,Yes,Yes,3.026
8164,4,7,F,1,0,4.18,1360,Arts & Letters,Yes,No,
8173,2,3,F,0,0,3.7,1220,Arts & Letters,Yes,No,
8174,4,3,F,0,0,4.14,1180,Arts & Letters,Yes,Yes,3.397
8187,7,6,F,1,0,4.38,1370,Arts & Letters,Yes,No,
8207,4,4,F,0,0,3.55,1180,Arts & Letters,Yes,Yes,3.35
8218,6,6,M,1,0,3.33,1210,Arts & Letters,Yes,Yes,2.522
8219,1,4,F,0,0,3.88,1230,Arts & Letters,Yes,Yes,2.757
8243,4,4,F,1,0,4.33,1290,Arts & Letters,Yes,No,
8264,7,6,M,1,0,3.44,1110,Arts & Letters,Yes,Yes,3.179
8294,4,6,F,1,0,3.85,1250,Arts & Letters,Yes,Yes,3.463
8303,7,7,F,1,0,4.04,1420,Arts & Letters,Yes,No,
8315,7,6,F,1,0,3.85,1280,Arts & Letters,Yes,No,
8319,4,5,F,0,0,4.1,1400,Arts & Letters,Yes,No,
8322,7,4,F,1,0,3.96,1400,Arts & Letters,Yes,No,
8323,5,6,F,1,0,3.36,1080,Arts & Letters,Yes,Yes,3.279
8327,6,6,F,1,0,4,1480,Arts & Letters,Yes,No,
8332,1,1,F,0,0,3.95,1160,Arts & Letters,Yes,No,
8362,7,6,M,1,0,3.95,1330,Arts & Letters,Yes,Yes,3.303
8378,6,6,F,0,0,3.38,1080,Arts & Letters,Yes,Yes,3.366
8384,3,3,M,0,0,3.8,1210,Arts & Letters,Yes,No,
8399,7,7,M,1,0,3.79,1270,Arts & Letters,Yes,No,
8402,5,5,M,1,0,3.88,1170,Arts & Letters,Yes,Yes,3.079
8409,7,4,M,1,0,4.11,1270,Arts & Letters,Yes,No,
8422,3,7,M,1,0,4.09,1390,Arts & Letters,Yes,No,
8427,3,3,M,1,0,3.15,1320,Arts & Letters,Yes,No,
8431,7,7,M,1,0,3.52,1340,Arts & Letters,Yes,No,
8435,3,3,F,1,0,4.27,1360,Arts & Letters,Yes,Yes,3.823
8439,6,4,F,0,1,3.87,1170,Arts & Letters,Yes,Yes,3.435
8470,6,6,F,0,0,3.62,1110,Arts & Letters,Yes,Yes,2.957
8477,1,1,F,0,1,4.09,880,Arts & Letters,Yes,No,
8489,4,5,F,1,0,4,1180,Arts & Letters,Yes,No,
8490,7,7,F,1,0,4.05,1550,Arts & Letters,Yes,Yes,3.301
8492,7,7,F,1,0,4.27,1210,Arts & Letters,Yes,No,
8534,6,7,M,0,0,4.14,1360,Arts & Letters,Yes,No,
8535,6,7,F,1,0,3.91,1020,Arts & Letters,Yes,No,
8539,7,3,M,0,0,3.67,1350,Arts & Letters,Yes,No,
8559,7,7,F,1,0,3.88,1390,Arts & Letters,Yes,No,
8576,4,4,M,1,0,3.41,1440,Arts & Letters,Yes,Yes,2.349
8589,7,6,F,0,0,3.75,1130,Arts & Letters,Yes,No,
8596,7,6,F,1,0,4.1,1290,Arts & Letters,Yes,No,
8612,7,7,F,1,0,3.86,1140,Arts & Letters,Yes,No,
8627,4,6,F,1,0,4.15,1300,Arts & Letters,Yes,No,
8631,2,7,F,1,0,3.56,1150,Arts & Letters,Yes,No,
8645,5,6,F,1,0,3.92,1320,Arts & Letters,Yes,Yes,3.719
8646,1,3,F,0,1,3.89,1200,Arts & Letters,Yes,No,
8658,2,2,F,0,0,4.2,1230,Arts & Letters,Yes,No,
8683,2,3,M,1,0,3.4,1110,Arts & Letters,Yes,No,
8686,6,7,F,1,0,3.83,1080,Arts & Letters,Yes,No,
8688,6,6,M,0,0,3.25,1200,Arts & Letters,Yes,Yes,3.068
8697,6,6,F,0,1,4.08,1280,Arts & Letters,Yes,Yes,3.828
8710,7,7,F,0,0,4.1,1380,Arts & Letters,Yes,No,
8726,3,5,M,1,0,4.05,1290,Arts & Letters,Yes,No,
8730,6,6,F,0,0,3.95,1450,Arts & Letters,Yes,Yes,3.623
8731,3,3,F,0,1,3.59,1300,Arts & Letters,Yes,No,
8732,6,6,F,0,1,3.67,1210,Arts & Letters,Yes,No,
8735,1,1,F,0,1,3.76,980,Arts & Letters,Yes,No,
8751,6,6,F,1,0,4.09,1220,Arts & Letters,Yes,No,
8765,6,7,F,0,0,3.71,1210,Arts & Letters,Yes,Yes,3.113
8772,4,1,F,0,1,4.2,1250,Arts & Letters,Yes,No,
8773,4,6,F,0,0,4.12,1370,Arts & Letters,Yes,No,
8793,6,6,F,1,0,3.8,1270,Arts & Letters,Yes,No,
8794,6,6,F,0,0,3.88,1350,Arts & Letters,Yes,No,
8804,1,1,M,0,0,3.6,850,Arts & Letters,Yes,No,
8808,7,4,F,1,0,3.95,1160,Arts & Letters,Yes,No,
8811,7,7,M,1,0,4.11,1430,Arts & Letters,Yes,No,
8819,6,6,F,0,0,3.71,1280,Arts & Letters,Yes,No,
8842,5,6,F,1,0,4.05,1330,Arts & Letters,Yes,No,
8843,7,7,F,1,0,4.4,1420,Arts & Letters,Yes,No,
8881,4,4,F,1,0,3.8,1160,Arts & Letters,Yes,No,
8883,3,3,F,0,1,3.86,1250,Arts & Letters,Yes,Yes,3.652
8922,7,6,M,1,0,3.62,1320,Arts & Letters,Yes,Yes,3.104
8956,4,7,F,0,0,4.17,1210,Arts & Letters,Yes,No,
8958,7,6,F,1,0,3.75,1240,Arts & Letters,Yes,No,
8962,6,6,F,1,0,3.91,1290,Arts & Letters,Yes,No,
8963,6,7,M,0,0,3.32,1180,Arts & Letters,Yes,Yes,3.113
8986,3,7,F,0,0,4.05,1470,Arts & Letters,Yes,No,
8990,6,6,F,1,0,3.7,1390,Arts & Letters,Yes,No,
9001,2,2,F,0,0,3.43,1040,Arts & Letters,Yes,No,
9009,6,6,F,1,0,3.92,1580,Arts & Letters,Yes,No,
9027,6,6,F,1,0,3.83,940,Arts & Letters,Yes,No,
9031,6,6,F,1,0,3.9,1020,Arts & Letters,Yes,Yes,3.337
9033,7,4,F,0,0,3.66,1330,Arts & Letters,Yes,No,
9045,3,6,M,1,0,4,930,Arts & Letters,Yes,No,
9067,7,6,F,0,0,3.92,1200,Arts & Letters,Yes,No,
9070,5,4,M,1,0,3.29,1250,Arts & Letters,Yes,Yes,3.343
9071,6,7,F,1,0,3.65,1150,Arts & Letters,Yes,Yes,3.177
9078,6,6,F,1,0,4.15,1320,Arts & Letters,Yes,No,
9081,6,6,M,1,0,3.25,1360,Arts & Letters,Yes,Yes,3.519
9083,7,6,M,1,0,3.94,1490,Arts & Letters,Yes,No,
9115,6,6,F,1,0,3.7,1210,Arts & Letters,Yes,Yes,3.234
9133,1,6,F,1,0,3.67,1310,Arts & Letters,Yes,No,
9134,7,7,M,1,0,4,1150,Arts & Letters,Yes,No,
9136,4,6,M,0,0,3.23,1310,Arts & Letters,Yes,No,
9140,7,7,F,1,0,3.7,1130,Arts & Letters,Yes,Yes,3.208
9150,7,7,F,1,0,3.65,1290,Arts & Letters,Yes,No,
9157,2,2,F,0,0,4.09,980,Arts & Letters,Yes,No,
9161,1,2,M,0,1,3.14,1140,Arts & Letters,Yes,No,
9165,6,4,F,1,0,3.87,1360,Arts & Letters,Yes,Yes,3.223
9172,6,7,F,1,0,3.73,1100,Arts & Letters,Yes,No,
9186,7,7,F,1,0,3.88,1190,Arts & Letters,Yes,Yes,3.228
9194,7,6,F,1,0,4.27,1450,Arts & Letters,Yes,No,
9200,1,1,F,0,0,4.19,1200,Arts & Letters,Yes,No,
9204,6,7,M,1,0,3.75,1170,Arts & Letters,Yes,No,
9209,7,6,F,0,0,4.04,1390,Arts & Letters,Yes,No,
9215,1,1,F,0,0,3.93,1110,Arts & Letters,Yes,No,
9233,7,6,M,0,1,3.09,1330,Arts & Letters,Yes,No,
9239,4,7,F,0,0,3.96,1240,Arts & Letters,Yes,No,
9244,6,6,M,1,0,3.95,1430,Arts & Letters,Yes,No,
9247,7,6,F,1,0,3.08,1270,Arts & Letters,Yes,No,
9253,5,7,F,1,0,4.16,1410,Arts & Letters,Yes,No,
9267,7,7,F,1,0,4.2,1380,Arts & Letters,Yes,No,
9283,6,7,F,1,0,3.2,1140,Arts & Letters,Yes,Yes,2.694
9287,4,4,F,1,0,4,1290,Arts & Letters,Yes,Yes,3.457
9302,7,6,M,1,0,3.33,1000,Arts & Letters,Yes,No,
9333,6,6,M,1,0,3.52,1270,Arts & Letters,Yes,Yes,3.1
9336,3,5,M,1,0,3.4,1420,Arts & Letters,Yes,Yes,3.963
9356,2,4,M,0,0,3.91,1020,Arts & Letters,Yes,Yes,2.016
9374,4,6,F,0,0,3.55,1160,Arts & Letters,Yes,No,
9375,4,6,M,1,0,4.3,1410,Arts & Letters,Yes,No,
9383,6,6,M,1,0,3.45,1360,Arts & Letters,Yes,No,
9399,6,6,F,1,0,4,1550,Arts & Letters,Yes,No,
9401,4,4,F,0,0,4.14,1290,Arts & Letters,Yes,No,
9433,7,3,F,1,0,3.42,1170,Arts & Letters,Yes,No,
9436,6,5,F,1,0,4.09,1190,Arts & Letters,Yes,Yes,3.521
9463,6,6,F,1,0,4.13,1210,Arts & Letters,Yes,No,
9464,6,6,F,1,0,3.95,1340,Arts & Letters,Yes,Yes,3.407
9493,4,6,F,1,0,3.35,1310,Arts & Letters,Yes,Yes,2.447
9496,7,6,F,0,1,3.91,1370,Arts & Letters,Yes,No,
9503,7,7,F,0,1,3.91,1450,Arts & Letters,Yes,No,
9514,3,4,F,0,0,4.19,1360,Arts & Letters,Yes,No,
9524,6,4,M,1,0,4.09,1390,Arts & Letters,Yes,No,
9535,1,1,M,0,0,3.35,750,Arts & Letters,Yes,No,
9536,1,3,F,0,0,3.33,970,Arts & Letters,Yes,No,
9539,7,6,M,1,0,4,1190,Arts & Letters,Yes,No,
9546,4,4,F,1,0,3.77,1230,Arts & Letters,Yes,No,
9549,4,4,M,1,0,4.08,1380,Arts & Letters,Yes,Yes,4
9599,3,2,F,0,1,4.08,920,Arts & Letters,Yes,No,
9610,3,7,F,1,0,4,1190,Arts & Letters,Yes,No,
9620,5,3,F,0,0,3.64,1240,Arts & Letters,Yes,Yes,2.93
9625,7,6,F,0,0,3.38,1340,Arts & Letters,Yes,No,
9648,3,4,M,0,1,3.41,1300,Arts & Letters,Yes,No,
9660,7,7,M,0,1,4.1,1460,Arts & Letters,Yes,No,
9673,7,7,M,1,0,3.96,1410,Arts & Letters,Yes,No,
9674,6,6,M,0,1,3.45,1040,Arts & Letters,Yes,No,
9676,2,2,M,0,1,3.56,1030,Arts & Letters,Yes,No,
9681,7,6,F,1,0,3.82,1250,Arts & Letters,Yes,No,
9695,6,6,M,0,1,3.62,1280,Arts & Letters,Yes,No,
9701,7,6,M,1,0,3.5,1390,Arts & Letters,Yes,Yes,3.759
9702,1,1,F,0,1,4.23,1190,Arts & Letters,Yes,No,
9704,7,5,M,0,0,3.73,1320,Arts & Letters,Yes,Yes,2.968
9715,2,7,F,1,0,3.91,1440,Arts & Letters,Yes,No,
9720,3,3,F,1,0,3.73,1090,Arts & Letters,Yes,Yes,3.036
9744,6,3,F,1,0,3.88,1290,Arts & Letters,Yes,Yes,3.268
9748,6,6,F,1,0,3.85,1110,Arts & Letters,Yes,Yes,3.597
9757,7,7,F,1,0,3.71,1280,Arts & Letters,Yes,No,
9771,2,5,M,0,1,3.38,1290,Arts & Letters,Yes,No,
9779,4,6,F,1,0,4.14,1110,Arts & Letters,Yes,No,
9788,6,7,F,0,1,3.91,1140,Arts & Letters,Yes,No,
9797,6,6,F,1,0,4.06,1420,Arts & Letters,Yes,Yes,3.376
9801,7,6,F,0,1,4.11,1360,Arts & Letters,Yes,No,
9807,6,6,M,1,0,4,1440,Arts & Letters,Yes,No,
9809,6,7,F,1,0,3.76,1340,Arts & Letters,Yes,No,
9816,7,7,F,1,0,3.74,1290,Arts & Letters,Yes,Yes,3.638
9823,7,6,M,1,0,3.95,1290,Arts & Letters,Yes,No,
9824,6,6,F,1,0,4.08,1410,Arts & Letters,Yes,No,
9825,7,7,F,1,0,3.57,1350,Arts & Letters,Yes,Yes,3.4
9827,1,1,F,0,0,4.17,1160,Arts & Letters,Yes,No,
9838,6,6,F,1,0,3.95,1190,Arts & Letters,Yes,No,
9849,6,6,M,1,0,3.2,1270,Arts & Letters,Yes,Yes,2.545
9852,6,7,F,0,0,3.67,1100,Arts & Letters,Yes,Yes,2.623
9872,7,7,F,1,0,3.68,1410,Arts & Letters,Yes,No,
9904,4,4,F,0,0,3.74,1090,Arts & Letters,Yes,No,
9910,7,6,F,1,0,4,1170,Arts & Letters,Yes,No,
9937,6,7,M,1,0,4.14,1440,Arts & Letters,Yes,No,
9938,4,6,F,1,0,3.86,1060,Arts & Letters,Yes,No,
9958,7,6,F,1,0,4.38,1450,Arts & Letters,Yes,No,
9959,7,7,F,1,0,4.12,1340,Arts & Letters,Yes,No,
9972,6,6,M,1,0,3.69,1250,Arts & Letters,Yes,No,
9982,6,5,F,1,0,3.95,1260,Arts & Letters,Yes,No,
9983,4,4,F,0,0,3.38,1230,Arts & Letters,Yes,No,
9985,6,6,M,0,0,3.7,1350,Arts & Letters,Yes,No,
9987,3,3,F,1,0,4.27,1180,Arts & Letters,Yes,No,
9989,6,4,F,1,0,4.18,1200,Arts & Letters,Yes,Yes,3.572
9996,7,7,F,1,0,4.44,1260,Arts & Letters,Yes,No,
9997,7,7,F,0,1,3.79,1360,Arts & Letters,Yes,No,
9999,2,6,M,1,0,3.48,1310,Arts & Letters,Yes,No,
10002,6,6,F,1,0,3.92,1480,Arts & Letters,Yes,No,
10003,7,6,F,1,0,3.82,1160,Arts & Letters,Yes,No,
10026,7,7,F,1,0,4,1300,Arts & Letters,Yes,No,
10037,7,6,F,1,0,4.36,1310,Arts & Letters,Yes,No,
10051,6,7,F,0,0,3.96,1340,Arts & Letters,Yes,No,
10052,6,4,F,0,0,4.16,980,Arts & Letters,Yes,No,
10101,6,4,F,1,0,3.84,1170,Arts & Letters,Yes,No,
10102,7,6,F,0,1,4.25,1510,Arts & Letters,Yes,No,
10129,6,6,F,1,0,4.35,1350,Arts & Letters,Yes,No,
10137,7,7,F,0,0,3.68,1260,Arts & Letters,Yes,No,
10151,7,7,F,1,0,3.67,1400,Arts & Letters,Yes,No,
10156,6,7,M,0,0,3.91,1170,Arts & Letters,Yes,No,
10163,7,7,F,0,0,3.81,1380,Arts & Letters,Yes,No,
10199,7,7,M,0,0,3.85,1530,Arts & Letters,Yes,No,
10210,7,5,F,0,0,3.7,1310,Arts & Letters,Yes,No,
10236,6,6,F,1,0,4,1000,Arts & Letters,Yes,Yes,3.196
10247,6,6,F,1,0,4.21,1440,Arts & Letters,Yes,No,
10251,6,7,M,1,0,3.95,1240,Arts & Letters,Yes,Yes,1.409
10261,6,6,F,0,1,4.21,1270,Arts & Letters,Yes,No,
10265,6,7,M,1,0,3.45,1180,Arts & Letters,Yes,Yes,2.904
10276,3,2,F,0,0,4.15,1030,Arts & Letters,Yes,No,
10277,6,7,M,1,0,3.75,1230,Arts & Letters,Yes,No,
10283,3,2,M,0,0,3.32,1240,Arts & Letters,Yes,No,
10291,6,6,F,1,0,3.94,1160,Arts & Letters,Yes,Yes,3.601
10296,3,4,M,0,0,3.78,1070,Arts & Letters,Yes,Yes,2.765
10307,3,3,F,1,0,3.95,1510,Arts & Letters,Yes,No,
10330,6,6,F,1,0,3.82,1590,Arts & Letters,Yes,No,
10344,3,3,F,0,1,4,1080,Arts & Letters,Yes,No,
10354,7,6,M,0,1,4.33,1510,Arts & Letters,Yes,No,
10363,7,6,M,1,0,3.33,1250,Arts & Letters,Yes,No,
10371,2,2,M,0,0,4.15,1040,Arts & Letters,Yes,No,
10393,1,1,F,0,0,4.19,990,Arts & Letters,Yes,No,
10395,6,5,F,0,0,3.59,1270,Arts & Letters,Yes,No,
10404,2,2,M,1,0,3.08,1070,Arts & Letters,Yes,Yes,2.893
10410,3,3,F,0,0,4.33,1330,Arts & Letters,Yes,No,
10414,6,6,F,1,0,4,1420,Arts & Letters,Yes,Yes,3.729
10419,6,5,F,0,1,3.14,1270,Arts & Letters,Yes,No,
10429,6,4,F,0,1,3.68,1430,Arts & Letters,Yes,No,
10430,7,6,F,1,0,4.25,1200,Arts & Letters,Yes,No,
10472,7,6,F,0,1,3.8,1310,Arts & Letters,Yes,No,
10474,6,7,M,1,0,4.05,1460,Arts & Letters,Yes,No,
10499,7,6,F,1,0,3.85,1530,Arts & Letters,Yes,No,
10505,6,7,F,1,0,3.86,1320,Arts & Letters,Yes,No,
10527,6,6,F,1,0,3.88,1190,Arts & Letters,Yes,No,
10537,7,6,F,0,1,4.04,1390,Arts & Letters,Yes,No,
10539,7,4,F,1,0,3.5,1150,Arts & Letters,Yes,No,
10548,7,7,F,1,0,3.88,1350,Arts & Letters,Yes,No,
10555,7,5,F,1,0,4,1500,Arts & Letters,Yes,No,
10557,7,4,M,1,0,3.73,1460,Arts & Letters,Yes,No,
10562,1,1,F,0,0,4.18,1000,Arts & Letters,Yes,No,
10566,7,7,F,1,0,3.71,1340,Arts & Letters,Yes,No,
10569,7,7,F,1,0,3.92,1370,Arts & Letters,Yes,No,
10577,6,7,M,0,0,4,1210,Arts & Letters,Yes,No,
10578,6,7,F,1,0,4.04,1290,Arts & Letters,Yes,Yes,3.804
10605,7,3,F,1,0,4.03,1360,Arts & Letters,Yes,No,
10616,6,2,M,0,0,4.17,1420,Arts & Letters,Yes,No,
10623,6,6,F,1,0,3.68,1270,Arts & Letters,Yes,Yes,3.137
10638,3,3,F,1,0,4.08,1430,Arts & Letters,Yes,No,
10647,7,7,F,1,0,3.96,1290,Arts & Letters,Yes,Yes,3.796
10657,6,7,F,1,0,3.81,1280,Arts & Letters,Yes,No,
10688,3,3,F,1,0,3.38,1260,Arts & Letters,Yes,Yes,3.416
10689,2,1,F,0,1,3.92,1100,Arts & Letters,Yes,No,
10691,7,7,F,0,0,4.25,1460,Arts & Letters,Yes,No,
10696,6,6,M,1,0,3.8,1410,Arts & Letters,Yes,No,
10713,6,5,M,1,0,4.24,1320,Arts & Letters,Yes,No,
10727,1,1,F,0,1,4,1000,Arts & Letters,Yes,No,
10741,7,7,F,0,0,3.91,1270,Arts & Letters,Yes,No,
10744,5,6,F,1,0,3.7,1230,Arts & Letters,Yes,Yes,3.043
10745,3,3,M,0,1,3.45,1100,Arts & Letters,Yes,No,
10756,6,6,F,0,0,3.52,1410,Arts & Letters,Yes,Yes,2.828
10768,7,7,M,0,0,3.86,1400,Arts & Letters,Yes,No,
10773,2,2,F,0,0,3.26,950,Arts & Letters,Yes,No,
10784,1,1,F,0,1,3.41,1020,Arts & Letters,Yes,No,
10786,6,6,F,1,0,4.31,1260,Arts & Letters,Yes,Yes,3.634
10804,6,6,F,1,0,4.38,1200,Arts & Letters,Yes,Yes,3.784
10809,3,3,M,1,0,4.25,1410,Arts & Letters,Yes,No,
10817,4,6,F,1,0,4.36,1470,Arts & Letters,Yes,No,
10825,7,6,F,1,0,4.13,1390,Arts & Letters,Yes,No,
10835,6,6,F,0,1,4.15,1340,Arts & Letters,Yes,No,
10841,7,7,F,1,0,3.71,1310,Arts & Letters,Yes,No,
10843,6,7,F,0,1,4,1270,Arts & Letters,Yes,Yes,2.883
10844,4,3,F,0,1,4.05,1200,Arts & Letters,Yes,No,
10870,7,6,F,1,0,4.25,1340,Arts & Letters,Yes,No,
10879,7,6,F,1,0,3.55,1330,Arts & Letters,Yes,No,
10902,2,5,F,1,0,4.14,1090,Arts & Letters,Yes,No,
10906,6,4,F,1,0,4.19,1290,Arts & Letters,Yes,No,
10911,7,7,F,0,1,3.79,1250,Arts & Letters,Yes,No,
10912,7,4,F,1,0,3.95,1430,Arts & Letters,Yes,No,
10915,6,6,F,1,0,3.25,1120,Arts & Letters,Yes,No,
10922,1,1,F,1,0,3.52,1200,Arts & Letters,Yes,No,
10936,6,6,F,1,0,4.23,1420,Arts & Letters,Yes,No,
10941,7,7,F,1,0,4.12,1380,Arts & Letters,Yes,No,
10946,7,6,M,1,0,4.18,1540,Arts & Letters,Yes,No,
10947,7,7,M,1,0,3.62,1280,Arts & Letters,Yes,No,
10978,7,6,M,1,0,4,1250,Arts & Letters,Yes,Yes,3.137
10986,6,7,F,0,0,4.2,1230,Arts & Letters,Yes,No,
10989,6,3,F,1,0,3.93,1150,Arts & Letters,Yes,Yes,3.501
10997,6,5,F,1,0,4.2,1240,Arts & Letters,Yes,No,
11002,4,7,F,1,0,3.82,1170,Arts & Letters,Yes,Yes,3.689
11009,6,6,F,1,0,2.88,1190,Arts & Letters,Yes,Yes,3.484
11018,6,6,F,1,0,3.67,1220,Arts & Letters,Yes,No,
11022,7,7,M,1,0,4,1190,Arts & Letters,Yes,No,
11026,3,3,F,0,1,3.71,1150,Arts & Letters,Yes,No,
11027,7,6,F,1,0,4.27,1320,Arts & Letters,Yes,No,
11039,6,6,F,1,0,4.1,1450,Arts & Letters,Yes,No,
11043,2,2,F,1,0,3.83,1210,Arts & Letters,Yes,No,
11054,7,6,F,1,0,4.27,1350,Arts & Letters,Yes,No,
